"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
72,"1","2024-05-21T15:32:37.339713Z",80,"[{""start"":0,""end"":7,""text"":""Израиль"",""labels"":[""LOC_COUNTRY""]}]",1.691,"Израиль постепенно отказывается от американских систем Patriot, так как израильские системы ПВО современнее и эффективнее.","2024-05-21T15:32:37.339738Z"
73,"1","2024-05-21T15:32:42.381604Z",81,"[{""start"":82,""end"":102,""text"":""Мурманском аэропорту"",""labels"":[""LOC_PLACES""]}]",4.32,"Авиакомпанию ""Победа"" проверяет транспортная полиция, после того как сотрудники в Мурманском аэропорту не пустили в самолёт трезвую женщину, которая, по их мнению, была пьяна, сообщает Mash.","2024-05-21T15:32:42.381628Z"
74,"1","2024-05-21T15:32:56.639810Z",82,"[{""start"":8,""end"":20,""text"":""Таджикистана"",""labels"":[""LOC_COUNTRY""]},{""start"":44,""end"":51,""text"":""России."",""labels"":[""LOC_COUNTRY""]},{""start"":137,""end"":145,""text"":""Внуково."",""labels"":[""LOC_PLACES""]},{""start"":150,""end"":162,""text"":""Таджикистана"",""labels"":[""LOC_COUNTRY""]},{""start"":215,""end"":221,""text"":""Россию"",""labels"":[""LOC_COUNTRY""]}]",13.447,"Граждан Таджикистана массово депортируют из России. После многодневного содержания в московском аэропорту, 643 человека депортировали из Внуково. МИД Таджикистана повторно порекомендовал своим гражданам не посещать Россию в ближайшее время. @orda_kz","2024-05-21T15:32:56.639833Z"
75,"1","2024-05-21T15:33:01.963418Z",83,"[{""start"":33,""end"":39,""text"":""Россию"",""labels"":[""LOC_COUNTRY""]},{""start"":78,""end"":83,""text"":""БАМа."",""labels"":[""LOC_PLACES""]}]",4.489,"Беларусских студентов отправят в Россию для участия в работах по модернизации БАМа. @zerkalo_io","2024-05-21T15:33:01.963443Z"
76,"1","2024-05-21T15:33:19.997593Z",84,"[{""start"":10,""end"":13,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":215,""end"":228,""text"":""секторе Газа:"",""labels"":[""LOC_COUNTRY""]},{""start"":419,""end"":426,""text"":""Украине"",""labels"":[""LOC_COUNTRY""]},{""start"":434,""end"":441,""text"":""Дарфуру"",""labels"":[""LOC_REGION""]},{""start"":444,""end"":451,""text"":""Судане."",""labels"":[""LOC_COUNTRY""]}]",17.159,"В Госдепе США заявили, что Международный уголовный суд (МУС) не имеет никаких прав и оснований для выдачи ордеров на арест израильских политиков (в том числе, премьера страны Биньямина Нетаньяху) в связи с войной в секторе Газа:Мы считаем, что у данного суда нет на это юрисдикции. Мы тесно сотрудничаем с Международным уголовным судом по ряду ключевых вопросов и полагаем, что он выполняет важную работу, например, по Украине или по Дарфуру в Судане. Однако на данный конкретный вопрос юрисдикция суда не распространяется.","2024-05-21T15:33:19.997617Z"
77,"1","2024-05-21T15:33:25.548693Z",85,"[{""start"":45,""end"":52,""text"":""Украине"",""labels"":[""LOC_COUNTRY""]}]",4.697,"⚡️Первые истребители F-16 могут появиться на Украине после Пасхи, заявил представитель воздушных сил ВСУ Евлаш.","2024-05-21T15:33:25.548716Z"
78,"1","2024-05-21T15:33:32.963021Z",86,"[{""start"":18,""end"":21,""text"":""США"",""labels"":[""LOC_COUNTRY""]},{""start"":31,""end"":36,""text"":""Киеву"",""labels"":[""LOC_CITY""]}]",5.898,"Глава Пентагона: ""США поставят Киеву столько ATACMS, сколько смогут"" (в ответ на вопрос, планируют ли США дополнительные поставки дальнобойных ракет ATACMS за пределами принятого пакета помощи на 60 млрд).","2024-05-21T15:33:32.963043Z"
79,"1","2024-05-21T15:33:49.403150Z",87,"[{""start"":6,""end"":12,""text"":""Польши"",""labels"":[""LOC_COUNTRY""]},{""start"":74,""end"":99,""text"":""Калининградской областью,"",""labels"":[""LOC_REGION""]},{""start"":286,""end"":293,""text"":""Европе,"",""labels"":[""LOC""]},{""start"":374,""end"":376,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]},{""start"":478,""end"":487,""text"":""Россией»."",""labels"":[""LOC_COUNTRY""]}]",15.491,"Армия Польши перебросит технику на север страны, в том числе к границам с Калининградской областью, в связи с учениями НАТО под названием «Стойкий защитник» (Steadfast Defender). Об этом сообщило командование Вооруженных сил Польши.Учения Steadfast Defender проходят с февраля по май в Европе, участие в них принимают 90 тыс. военнослужащих стран альянса. Секретарь Совбеза РФ Николай Патрушев убежден, что на этих учениях «отрабатывается сценарий вооруженного противостояния с Россией». По данным The Wall Street Journal, планировщики НАТО считают, что «прямое российское вторжение» в граничащую страну—участницу альянса в ближайшем будущем маловероятно, но альянс вновь начал готовится к войне коалицией.","2024-05-21T15:33:49.403173Z"
80,"1","2024-05-21T15:33:56.961742Z",88,"[{""start"":77,""end"":84,""text"":""Украины"",""labels"":[""LOC_COUNTRY""]},{""start"":183,""end"":191,""text"":""Украины."",""labels"":[""LOC_COUNTRY""]},{""start"":227,""end"":229,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]}]",6.649,"Foreign Affairs: оба известных формирования, состоящие из воюющих на стороне Украины россиян (РДК* и Легион ""Свобода России""*), не скрывают того, что контролируются военной разведкой Украины. Подробнее в BRIEFLY.*запрещенные в РФ террористические организации","2024-05-21T15:33:56.961765Z"
81,"1","2024-05-21T15:34:01.767513Z",89,"[{""start"":13,""end"":19,""text"":""Грузии"",""labels"":[""LOC_COUNTRY""]}]",2.193,"В парламенте Грузии произошла драка между депутатами перед рассмотрением закона об иноагентах. Инцидент начался из-за словесной перепалки представителей оппозиции и правящей партии ""Грузинская мечта"", которые поддерживают действия силовиков.","2024-05-21T15:34:01.767537Z"
82,"1","2024-05-21T15:34:08.619535Z",90,"[{""start"":51,""end"":53,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]}]",5.86,"Замеры реального уровня потребительской инфляции в РФ и социология показывают высокую вероятность дальнейшего роста цен на продукты питания и товары первой необходимости: как следствие вероятен рост социального недовольства, однако вряд ли он будет очень высоким. По данным последнего замера «ФОМ» отмечается увеличение положительных ответов о том, что цены на продукты питания и товары первой необходимости растут быстрее чем раньше. Рост за неделю в диапазоне от 2 до 6 процентных пунктов. Показательно, что респонденты отмечают рост по всем (без исключения) позициям (от яиц и хлеба и до электроники и стройматериалов). @russica2","2024-05-21T15:34:08.619560Z"
83,"1","2024-05-21T15:34:13.668990Z",92,"[{""start"":63,""end"":83,""text"":""Свердловской области"",""labels"":[""LOC_REGION""]}]",3.409,"По обвинению во взяточничестве задержан замминистра энергетики Свердловской области Андрей Кислицын. @e1_news","2024-05-21T15:34:13.669018Z"
84,"1","2024-05-21T15:34:23.571312Z",93,"[{""start"":87,""end"":93,""text"":""России"",""labels"":[""LOC_COUNTRY""]},{""start"":297,""end"":299,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]},{""start"":670,""end"":672,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]}]",9.106,"Политик Дмитрий Гудков (иноагент) рассказал, что в ближайшее время у ряда остающихся в России независимых журналистов пройдут обыски. По словам экс-депутата ГД, сославшегося на свои источники, это станет развитием преследования СМИ за якобы «сотрудничество с ФБК*». Ранее по подобным обвинениям в РФ были арестованы журналисты Антонина Фаворская, Константин Габов и Сергей Карелин, причем двое последних сотрудничали с международными агентствами – Reuters и Associated Press.Эти аресты, как отметил Гудков, являются изменением даже советской практики, когда силовые органы не трогали сотрудников международных новостных агентств.*экстремистская организация, запрещена в РФ","2024-05-21T15:34:23.571337Z"
85,"1","2024-05-21T15:34:52.091164Z",96,"[{""start"":15,""end"":32,""text"":""село Старый Хутор"",""labels"":[""LOC_CITY""]},{""start"":33,""end"":61,""text"":""Валуйского городского округа"",""labels"":[""LOC_DISTRICT""]},{""start"":64,""end"":85,""text"":""Белгородской области."",""labels"":[""LOC_REGION""]}]",17.715,"ВСУ обстреляли село Старый Хутор Валуйского городского округа в Белгородской области. Населенный пункт обесточили, повреждены три частных дома и два легковых автомобиля, сообщил губернатор региона Гладков.","2024-05-21T15:34:52.091187Z"
86,"1","2024-05-21T15:35:05.468662Z",98,"[{""start"":17,""end"":20,""text"":""ФРГ"",""labels"":[""LOC_COUNTRY""]},{""start"":126,""end"":132,""text"":""Киеву,"",""labels"":[""LOC_CITY""]}]",5.393,"Левые радикалы в ФРГ подожгли летний домик главы оборонного концерна Rheinmetall. Атаку связали с поставками компанией оружия Киеву, сообщает Bild.","2024-05-21T15:35:05.468686Z"
87,"1","2024-05-21T15:35:09.310240Z",99,"[{""start"":7,""end"":22,""text"":""Ростова-на-Дону"",""labels"":[""LOC_CITY""]}]",3.091,"Жители Ростова-на-Дону сообщают о громких звуках взрывов в небе над городом. Предположительно, речь идет о работе систем ПВО.","2024-05-21T15:35:09.310263Z"
88,"1","2024-05-21T15:35:20.043001Z",100,"[{""start"":150,""end"":160,""text"":""Финляндии."",""labels"":[""LOC_COUNTRY""]},{""start"":384,""end"":394,""text"":""Финляндии."",""labels"":[""LOC_COUNTRY""]}]",10.024,"Умер экс-продюсер ""Машины времени"", ""Аквариума"" и ""Кино"", рок-музыкант и звукорежиссер Андрей Тропилло. Ему было 73 года, последние два года он жил в Финляндии. Как рассказала Shot дочь музыканта, ей сообщили о смерти отца соседи Тропилло — его тело обнаружили в квартире в воскресенье, 28 апреля. Точную причину смерти установит судмедэкспертиза. Тропилло, по её словам, похоронят в Финляндии. Тропилло называли первым продюсером СССР — в 1980-х в своей студии ""АнТроп"" он записывал альбомы рок-групп ""Кино"", ""Аквариум"", ""Алиса"", ""Ноль"", ""Зоопарк"", а также участвовал в записи альбомов как музыкант.","2024-05-21T15:35:20.043026Z"
89,"1","2024-05-21T15:35:23.521967Z",101,"[{""start"":18,""end"":25,""text"":""Украины"",""labels"":[""LOC_COUNTRY""]}]",2.511,"Министр экономики Украины Юлия Свириденко заявила, что в рамках борьбы за гендерное равенство украинское правительство стремится привлекать больше женщин к процессу разминирования территорий.","2024-05-21T15:35:23.521989Z"
90,"1","2024-05-21T15:35:27.448274Z",102,"[{""start"":43,""end"":51,""text"":""Киргизии"",""labels"":[""LOC_COUNTRY""]}]",2.54,"Шествие ""Бессмертного полка"" в этом году в Киргизии отменяется из соображений безопасности, сообщили в МВД республики.","2024-05-21T15:35:27.448296Z"
91,"1","2024-05-21T15:35:33.036257Z",103,"[{""start"":61,""end"":81,""text"":""Свердловской области"",""labels"":[""LOC_REGION""]}]",4.865,"Задержанный в рамках дела о коррупции замминистра энергетики Свердловской области Кислицын по решению суда арестован и отправлен в СИЗО.","2024-05-21T15:35:33.036282Z"
92,"1","2024-05-21T15:35:43.294091Z",105,"[{""start"":3,""end"":5,""text"":""РФ"",""labels"":[""LOC_COUNTRY""]},{""start"":78,""end"":81,""text"":""РФ."",""labels"":[""LOC_COUNTRY""]}]",4.827,"ВС РФ поразили штаб оперативного командования ВСУ «Юг», сообщили в Минобороны РФ.","2024-05-21T15:35:43.294117Z"
93,"1","2024-05-21T15:35:51.578528Z",106,"[{""start"":7,""end"":13,""text"":""Москвы"",""labels"":[""LOC_CITY""]}]",7.572,"Житель Москвы заявил в полицию, что вложил в криптобиржу Beribit более 120 миллионов рублей и теперь не может их вернуть. Помимо него в правоохранительные органы обратились ещё как минимум 20 человек: они обвиняют компанию в мошенничестве. По данным «Базы», Михаил С. написал заявление 29 апреля. Он сообщил, что вложил в криптобиржу Beribit 121,7 миллиона рублей. После вложения инвестиций мужчина узнал, что все его сбережения заморожены и их невозможно вывести со счёта. Кроме Михаила заявления на Beribit написали ещё 20 человек в возрасте от 19 до 45 лет, все они были клиентами компании. Всего Beribit заморозила как минимум 149 миллионов рублей. Проблемы с выводом денег начались ещё 25 апреля. На следующий день у офиса Beribit собралась толпа, требующая возврата средств. Позже криптобиржа заявила, что в компании сменилось руководство и потому нарушились процессы вывода сбережений. В Beribit пообещали предоставить компенсацию за ожидание и предупредили, что оно может занять до 15 дней. Такой расклад не устроил многих — они продолжили требовать возврата денег.","2024-05-21T15:35:51.578576Z"
94,"1","2024-05-21T15:36:05.031177Z",107,"[{""start"":69,""end"":89,""text"":""Воронежской области,"",""labels"":[""LOC_REGION""]},{""start"":291,""end"":329,""text"":""Рязанский нефтеперерабатывающий завод."",""labels"":[""LOC_PLACES""]}]",11.2,"Два украинских БПЛА атаковали этой ночью НПЗ ""Воронежнефтепродукт"" в Воронежской области, утверждают украинские СМИ. Власти региона сообщали об уничтожении ночью двух БПЛА, но об атаке на нефтеперерабатывающий завод не заявляли. Ранее сообщалось, что ночью также был атакован беспилотниками Рязанский нефтеперерабатывающий завод.","2024-05-21T15:36:05.031200Z"
95,"1","2024-05-21T15:36:24.866268Z",108,"[{""start"":190,""end"":197,""text"":""России,"",""labels"":[""LOC_COUNTRY""]},{""start"":363,""end"":369,""text"":""Турцию"",""labels"":[""LOC_COUNTRY""]},{""start"":400,""end"":408,""text"":""Гонконг,"",""labels"":[""LOC_CITY""]},{""start"":490,""end"":497,""text"":""Украине"",""labels"":[""LOC_COUNTRY""]},{""start"":661,""end"":668,""text"":""России."",""labels"":[""LOC_COUNTRY""]},{""start"":701,""end"":707,""text"":""России"",""labels"":[""LOC_COUNTRY""]},{""start"":821,""end"":828,""text"":""России,"",""labels"":[""LOC_COUNTRY""]}]",18.588,"Японская компания Japan Tobacco (международные бренды Winston, LD, Mevius, Camel, Sobranie и российские марки «Донской табак», Kiss, Play, «Петр I», «Тройка») решила сохранить свой бизнес в России, чтобы удовлетворить инвесторов, заявил Financial Times генеральный директор Масамичи Терабатаке. Производитель табачных изделий решил направить часть поставок через Турцию и перевел ключевой персонал в Гонконг, пояснил Терабатаке. Первоначально Japan Tobacco после начала военных действий на Украине не исключала продажи своего российского бизнеса. В итоге было принято решение сохранить бизнес, но приостановить всю инвестиционную и маркетинговую деятельность в России. По словам гендиректора, на долю России пришлось около 20% общей прибыли компании. Japan Tobacco — одна из крупнейших иностранных компаний, оставшихся в России, у нее более чем 4 тыс. сотрудников и четыре завода. Ее общая прибыль в 2023 году составила ¥482 млрд ($3 млрд).","2024-05-21T15:36:24.866289Z"
96,"1","2024-05-21T15:36:32.407195Z",109,"[{""start"":7,""end"":13,""text"":""Алматы"",""labels"":[""LOC_CITY""]},{""start"":264,""end"":275,""text"":""Афганистане"",""labels"":[""LOC_COUNTRY""]}]",6.552,"Власти Алматы второй год подряд не разрешили провести 9 мая шествие, посвященное памяти казахстанских ветеранов Великой Отечественной войны, рассказал в интервью РИА Новости председатель казахстанского совета общественных объединений ветеранов и инвалидов войны в Афганистане и других локальных военных конфликтов, один из организаторов памятной акции Мурат Абдушкуров.","2024-05-21T15:36:32.407219Z"
97,"1","2024-05-21T15:36:48.514292Z",110,"[{""start"":17,""end"":24,""text"":""Австрии"",""labels"":[""LOC_COUNTRY""]},{""start"":162,""end"":166,""text"":""США."",""labels"":[""LOC_COUNTRY""]},{""start"":194,""end"":201,""text"":""России,"",""labels"":[""LOC_COUNTRY""]},{""start"":501,""end"":512,""text"":""Вашингтоном"",""labels"":[""LOC_CITY""]}]",15.2,"Reuters:  Власти Австрии призвали Raiffeisen Bank International отказаться от сделки, связанной с российским олигархом. Они опасаются ответной реакции со стороны США. Крупнейший западный банк в России, хочет купить долю за 1,5 миллиарда евро в строительной группе Strabag, которая связана с миллиардером Олегом Дерипаской. Это спорная сделка, из-за которой возобновилось международное давление на австрийского кредитора. Дерипаска находится под санкциями, что усилило напряженность в отношениях между Вашингтоном и Raiffeisen Bank International, за которым уже пристально следит американское агентство по контролю за соблюдением санкций OFAC. Подробнее в BRIEFLY.","2024-05-21T15:36:48.514314Z"
98,"1","2024-05-21T15:36:55.411849Z",111,"[{""start"":7,""end"":15,""text"":""Удмуртии"",""labels"":[""LOC_REGION""]}]",5.424,"Власти Удмуртии решили отменить Парад Победы из соображений безопасности, сообщил глава республики Александр Бречалов.","2024-05-21T15:36:55.411872Z"
99,"1","2024-05-21T15:37:07.351417Z",112,"[{""start"":29,""end"":43,""text"":""Рязанскому НПЗ"",""labels"":[""LOC_PLACES""]},{""start"":104,""end"":112,""text"":""Украины,"",""labels"":[""LOC_COUNTRY""]},{""start"":127,""end"":135,""text"":""Украина»"",""labels"":[""LOC_COUNTRY""]}]",11.259,"Ночной удар беспилотников по Рязанскому НПЗ был операцией Главного управления разведки (ГУР) Минобороны Украины, сообщает «РБК-Украина» со ссылкой на собственные источники в украинских спецслужбах.","2024-05-21T15:37:07.351440Z"
